,color,price,log_price
79,D,2760,7.9229859587111955
80,E,2760,7.9229859587111955
81,I,2760,7.9229859587111955
82,I,2761,7.923348211930154
83,F,2761,7.923348211930154
84,E,2761,7.923348211930154
85,F,2761,7.923348211930154
86,E,2761,7.923348211930154
87,I,2761,7.923348211930154
88,F,2762,7.923710333969238
89,F,2762,7.923710333969238
90,F,2762,7.923710333969238
91,E,2762,7.923710333969238
92,F,2762,7.923710333969238
93,D,2762,7.923710333969238
94,E,2762,7.923710333969238
95,F,2762,7.923710333969238
96,F,2762,7.923710333969238
97,F,2762,7.923710333969238
98,F,2762,7.923710333969238
99,H,2763,7.924072324923417
100,D,2763,7.924072324923417
101,H,2763,7.924072324923417
102,H,2763,7.924072324923417
103,H,2763,7.924072324923417
104,D,2764,7.92443418488756
105,D,2764,7.92443418488756
106,E,2765,7.9247959139564355
107,H,2765,7.9247959139564355
108,E,2765,7.9247959139564355
109,F,2765,7.9247959139564355
110,F,2765,7.9247959139564355
111,H,2765,7.9247959139564355
112,D,2767,7.925518979786926
113,F,2767,7.925518979786926
114,D,2767,7.925518979786926
115,H,2767,7.925518979786926
116,D,2768,7.92588031673756
117,D,2768,7.92588031673756
118,E,2768,7.92588031673756
119,D,2768,7.92588031673756
120,I,2769,7.926241523170962
121,D,2770,7.926602599181384
122,F,2770,7.926602599181384
123,D,2770,7.926602599181384
124,F,2770,7.926602599181384
125,D,2770,7.926602599181384
126,H,2771,7.9269635448629785
127,F,2771,7.9269635448629785
128,F,2771,7.9269635448629785
129,H,2772,7.927324360309794
130,F,2772,7.927324360309794
131,F,2772,7.927324360309794
132,E,2772,7.927324360309794
133,D,2773,7.927685045615778
134,D,2773,7.927685045615778
135,E,2774,7.928045600874777
136,E,2774,7.928045600874777
137,I,2774,7.928045600874777
138,F,2775,7.928406026180535
139,E,2776,7.9287663216266955
140,E,2776,7.9287663216266955
141,E,2776,7.9287663216266955
142,E,2776,7.9287663216266955
143,D,2777,7.9291264873067995
144,F,2777,7.9291264873067995
145,F,2777,7.9291264873067995
146,F,2777,7.9291264873067995
147,F,2777,7.9291264873067995
148,E,2777,7.9291264873067995
149,E,2777,7.9291264873067995
150,E,2777,7.9291264873067995
151,E,2777,7.9291264873067995
152,E,2777,7.9291264873067995
153,E,2777,7.9291264873067995
154,E,2777,7.9291264873067995
155,E,2777,7.9291264873067995
156,F,2777,7.9291264873067995
157,E,2777,7.9291264873067995
158,E,2777,7.9291264873067995
159,E,2777,7.9291264873067995
160,E,2777,7.9291264873067995
161,H,2777,7.9291264873067995
162,F,2777,7.9291264873067995
163,E,2777,7.9291264873067995
164,F,2778,7.9294865233142895
165,H,2779,7.929846429742503
166,E,2779,7.929846429742503
167,F,2780,7.930206206684683
168,F,2780,7.930206206684683
169,F,2781,7.930565854233965
170,H,2781,7.930565854233965
171,H,2781,7.930565854233965
172,H,2782,7.930925372483388
173,D,2782,7.930925372483388
174,E,2782,7.930925372483388
175,E,2782,7.930925372483388
176,D,2782,7.930925372483388
177,D,2782,7.930925372483388
178,D,2782,7.930925372483388
179,D,2782,7.930925372483388
180,F,2782,7.930925372483388
181,F,2783,7.931284761525891
182,F,2784,7.931644021454311
183,H,2784,7.931644021454311
184,F,2787,7.932721027481948
185,F,2787,7.932721027481948
186,D,2787,7.932721027481948
187,H,2788,7.933079771880415
188,I,2788,7.933079771880415
189,I,2788,7.933079771880415
190,D,2788,7.933079771880415
191,F,2788,7.933079771880415
192,E,2788,7.933079771880415
193,H,2788,7.933079771880415
194,F,2789,7.933438387627489
195,E,2789,7.933438387627489
196,E,2789,7.933438387627489
197,E,2789,7.933438387627489
198,E,2789,7.933438387627489
199,E,2789,7.933438387627489
200,E,2789,7.933438387627489
201,H,2789,7.933438387627489
202,I,2790,7.933796874815411
203,F,2790,7.933796874815411
204,F,2790,7.933796874815411
205,F,2790,7.933796874815411
206,I,2791,7.934155233536322
207,E,2791,7.934155233536322
208,E,2792,7.934513463882263
209,E,2792,7.934513463882263
210,E,2792,7.934513463882263
211,F,2792,7.934513463882263
212,F,2792,7.934513463882263
213,H,2792,7.934513463882263
214,F,2792,7.934513463882263
215,E,2793,7.934871565945177
216,E,2793,7.934871565945177
217,I,2793,7.934871565945177
218,H,2793,7.934871565945177
219,E,2794,7.935229539816907
220,E,2795,7.9355873855892
221,I,2795,7.9355873855892
222,F,2795,7.9355873855892
223,F,2795,7.9355873855892
224,D,2795,7.9355873855892
225,I,2795,7.9355873855892
226,H,2795,7.9355873855892
227,I,2795,7.9355873855892
228,E,2796,7.935945103353701
229,H,2797,7.936302693201959
230,E,2797,7.936302693201959
231,D,2797,7.936302693201959
232,D,2797,7.936302693201959
233,D,2797,7.936302693201959
234,F,2797,7.936302693201959
235,D,2797,7.936302693201959
236,H,2797,7.936302693201959
237,H,2797,7.936302693201959
238,F,2797,7.936302693201959
239,E,2797,7.936302693201959
240,H,2797,7.936302693201959
241,I,2798,7.936660155225426
242,E,2799,7.937017489515454
243,F,2799,7.937017489515454
244,D,2799,7.937017489515454
245,I,2800,7.937374696163295
246,E,2800,7.937374696163295
247,I,2800,7.937374696163295
248,H,2800,7.937374696163295
249,I,2800,7.937374696163295
250,F,2801,7.937731775260109
251,F,2801,7.937731775260109
252,F,2801,7.937731775260109
253,H,2801,7.937731775260109
254,F,2801,7.937731775260109
255,F,2801,7.937731775260109
256,F,2801,7.937731775260109
257,F,2801,7.937731775260109
258,F,2802,7.938088726896952
259,E,2802,7.938088726896952
260,F,2802,7.938088726896952
261,F,2803,7.938445551164788
262,E,2803,7.938445551164788
263,E,2803,7.938445551164788
264,F,2803,7.938445551164788
265,F,2803,7.938445551164788
266,D,2803,7.938445551164788
267,E,2804,7.938802248154481
268,E,2804,7.938802248154481
269,E,2804,7.938802248154481
270,D,2804,7.938802248154481
271,F,2804,7.938802248154481
272,F,2804,7.938802248154481
273,H,2804,7.938802248154481
274,D,2804,7.938802248154481
275,D,2804,7.938802248154481
276,D,2804,7.938802248154481
277,I,2804,7.938802248154481
278,F,2805,7.9391588179567965
279,F,2805,7.9391588179567965
280,E,2805,7.9391588179567965
281,E,2805,7.9391588179567965
282,F,2805,7.9391588179567965
283,F,2805,7.9391588179567965
284,H,2806,7.939515260662406
285,F,2806,7.939515260662406
286,F,2807,7.939871576361883
287,F,2807,7.939871576361883
288,H,2808,7.940227765145702
289,F,2808,7.940227765145702
290,E,2808,7.940227765145702
291,D,2808,7.940227765145702
292,F,2809,7.940583827104244
293,D,2809,7.940583827104244
294,F,2809,7.940583827104244
295,F,2809,7.940583827104244
296,F,2810,7.940939762327791
297,F,2810,7.940939762327791
298,D,2810,7.940939762327791
299,F,2810,7.940939762327791
300,F,2811,7.941295570906532
301,D,2811,7.941295570906532
302,I,2811,7.941295570906532
303,F,2812,7.941651252930556
304,E,2812,7.941651252930556
305,F,2812,7.941651252930556
306,I,554,6.317164686747284
307,I,554,6.317164686747284
308,I,554,6.317164686747284
309,I,554,6.317164686747284
310,I,554,6.317164686747284
311,I,554,6.317164686747284
312,H,554,6.317164686747284
313,H,554,6.317164686747284
314,H,554,6.317164686747284
315,H,554,6.317164686747284
316,H,554,6.317164686747284
317,H,554,6.317164686747284
318,H,554,6.317164686747284
319,I,554,6.317164686747284
320,H,554,6.317164686747284
321,E,555,6.318968113746434
322,E,555,6.318968113746434
323,F,555,6.318968113746434
324,H,555,6.318968113746434
325,H,555,6.318968113746434
326,I,555,6.318968113746434
327,I,555,6.318968113746434
328,F,555,6.318968113746434
329,E,555,6.318968113746434
330,F,556,6.320768294250582
331,I,556,6.320768294250582
332,E,556,6.320768294250582
333,F,2812,7.941651252930556
334,F,2812,7.941651252930556
335,D,2812,7.941651252930556
336,E,2812,7.941651252930556
337,F,2812,7.941651252930556
338,E,2813,7.9420068084898565
339,I,2813,7.9420068084898565
340,E,2814,7.942362237674335
341,E,2814,7.942362237674335
342,E,2814,7.942362237674335
343,D,2815,7.942717540573791
344,F,2815,7.942717540573791
345,H,2815,7.942717540573791
346,H,2815,7.942717540573791
347,H,2815,7.942717540573791
348,H,2815,7.942717540573791
349,F,2815,7.942717540573791
350,H,2815,7.942717540573791
351,E,2815,7.942717540573791
352,E,2815,7.942717540573791
353,I,2816,7.943072717277933
354,D,2816,7.943072717277933
355,F,2816,7.943072717277933
356,H,2816,7.943072717277933
357,H,2816,7.943072717277933
358,E,2817,7.943427767876373
359,I,2817,7.943427767876373
360,E,2817,7.943427767876373
361,E,2817,7.943427767876373
362,F,2817,7.943427767876373
363,E,2817,7.943427767876373
364,E,2817,7.943427767876373
365,E,2817,7.943427767876373
366,E,2817,7.943427767876373
367,E,2817,7.943427767876373
368,E,2818,7.943782692458625
369,E,2818,7.943782692458625
370,E,2818,7.943782692458625
371,H,2818,7.943782692458625
372,F,2818,7.943782692458625
373,H,2818,7.943782692458625
374,E,2818,7.943782692458625
375,E,2818,7.943782692458625
376,F,2818,7.943782692458625
377,E,2818,7.943782692458625
378,H,2818,7.943782692458625
379,H,2819,7.9441374911141125
380,F,2819,7.9441374911141125
381,F,2819,7.9441374911141125
382,E,2821,7.944846711001996
383,E,2821,7.944846711001996
384,E,2821,7.944846711001996
385,E,2821,7.944846711001996
386,E,2821,7.944846711001996
387,E,2821,7.944846711001996
388,E,2821,7.944846711001996
389,D,2821,7.944846711001996
390,E,2821,7.944846711001996
391,E,2822,7.945201132412759
392,E,2822,7.945201132412759
393,E,2822,7.945201132412759
394,E,2822,7.945201132412759
395,E,2822,7.945201132412759
396,F,2822,7.945201132412759
397,I,2822,7.945201132412759
398,F,2822,7.945201132412759
399,D,2822,7.945201132412759
400,D,2822,7.945201132412759
401,D,2822,7.945201132412759
402,D,2822,7.945201132412759
403,D,2822,7.945201132412759
404,E,2822,7.945201132412759
405,E,2822,7.945201132412759
406,D,2822,7.945201132412759
407,E,2822,7.945201132412759
408,D,2822,7.945201132412759
409,D,2822,7.945201132412759
410,E,2822,7.945201132412759
411,F,2822,7.945201132412759
412,D,2822,7.945201132412759
413,D,2823,7.945555428253489
414,I,2823,7.945555428253489
415,E,2823,7.945555428253489
416,E,2823,7.945555428253489
417,H,2823,7.945555428253489
418,E,2823,7.945555428253489
419,D,2824,7.945909598613133
420,I,2824,7.945909598613133
421,E,2824,7.945909598613133
422,F,2824,7.945909598613133
423,E,2824,7.945909598613133
424,H,2825,7.946263643580541
425,H,2825,7.946263643580541
426,H,2825,7.946263643580541
427,E,2826,7.946617563244473
428,E,2826,7.946617563244473
429,I,2826,7.946617563244473
430,E,2826,7.946617563244473
431,D,2826,7.946617563244473
432,E,2826,7.946617563244473
433,I,2826,7.946617563244473
434,F,2826,7.946617563244473
435,F,2826,7.946617563244473
436,D,2827,7.946971357693591
437,D,2827,7.946971357693591
438,H,2827,7.946971357693591
439,H,2827,7.946971357693591
440,H,2827,7.946971357693591
441,D,2828,7.947325027016463
442,H,2828,7.947325027016463
443,F,2829,7.947678571301568
444,E,2829,7.947678571301568
445,E,2829,7.947678571301568
446,F,2829,7.947678571301568
447,E,2829,7.947678571301568
448,E,2829,7.947678571301568
449,E,2830,7.948031990637284
450,H,2830,7.948031990637284
451,F,2830,7.948031990637284
452,F,2830,7.948031990637284
453,F,2830,7.948031990637284
454,I,2830,7.948031990637284
455,E,2831,7.9483852851118995
456,E,2831,7.9483852851118995
457,E,2831,7.9483852851118995
458,E,2831,7.9483852851118995
459,F,2832,7.94873845481361
460,I,2832,7.94873845481361
461,H,2832,7.94873845481361
462,F,2832,7.94873845481361
463,I,2833,7.949091499830517
464,E,2833,7.949091499830517
465,D,2833,7.949091499830517
466,D,2833,7.949091499830517
467,F,2833,7.949091499830517
468,H,2833,7.949091499830517
469,F,2833,7.949091499830517
470,H,2834,7.949444420250626
471,D,2834,7.949444420250626
472,F,2834,7.949444420250626
473,I,2834,7.949444420250626
474,E,2834,7.949444420250626
475,F,2835,7.949797216161852
476,F,2835,7.949797216161852
477,E,2835,7.949797216161852
478,E,2835,7.949797216161852
479,E,2835,7.949797216161852
480,F,2835,7.949797216161852
481,H,2836,7.950149887652018
482,E,2836,7.950149887652018
483,E,2837,7.950502434808851
484,E,2837,7.950502434808851
485,F,2838,7.950854857719988
486,H,2838,7.950854857719988
487,F,2838,7.950854857719988
488,F,2838,7.950854857719988
489,F,2838,7.950854857719988
490,F,2838,7.950854857719988
491,F,2838,7.950854857719988
492,E,2838,7.950854857719988
493,F,2838,7.950854857719988
494,F,2838,7.950854857719988
495,E,2839,7.951207156472972
496,F,2839,7.951207156472972
497,F,2839,7.951207156472972
498,F,2839,7.951207156472972
499,F,2839,7.951207156472972
500,F,2839,7.951207156472972
501,F,2839,7.951207156472972
502,F,2839,7.951207156472972
503,E,2839,7.951207156472972
504,F,2839,7.951207156472972
505,F,2839,7.951207156472972
506,H,2840,7.951559331155252
507,F,2840,7.951559331155252
508,F,2840,7.951559331155252
509,F,2840,7.951559331155252
510,D,2840,7.951559331155252
511,F,2840,7.951559331155252
512,H,2840,7.951559331155252
513,F,2841,7.951911381854188
514,D,2841,7.951911381854188
515,D,2841,7.951911381854188
516,F,2841,7.951911381854188
517,F,2841,7.951911381854188
518,F,2841,7.951911381854188
519,F,2841,7.951911381854188
520,F,2841,7.951911381854188
521,D,2841,7.951911381854188
522,F,2841,7.951911381854188
523,I,2842,7.952263308657046
524,F,2842,7.952263308657046
525,E,2843,7.952615111651
526,E,2843,7.952615111651
527,E,2843,7.952615111651
528,F,2843,7.952615111651
529,D,2843,7.952615111651
530,F,2843,7.952615111651
531,E,2843,7.952615111651
532,F,2843,7.952615111651
533,E,2844,7.952966790923131
534,E,2844,7.952966790923131
535,I,2844,7.952966790923131
536,I,2844,7.952966790923131
537,H,2844,7.952966790923131
538,E,2845,7.953318346560431
539,E,2845,7.953318346560431
540,H,2845,7.953318346560431
541,H,2845,7.953318346560431
542,D,2846,7.953669778649798
543,F,2846,7.953669778649798
544,H,2846,7.953669778649798
545,H,2846,7.953669778649798
546,H,2846,7.953669778649798
547,E,2846,7.953669778649798
548,E,2846,7.953669778649798
549,F,2846,7.953669778649798
550,E,2846,7.953669778649798
551,H,2847,7.954021087278037
552,E,2847,7.954021087278037
553,D,2847,7.954021087278037
554,D,2848,7.954372272531867
555,D,2848,7.954372272531867
556,E,2849,7.954723334497908
557,E,2849,7.954723334497908
558,E,2850,7.955074273262696
559,F,2850,7.955074273262696
560,H,2850,7.955074273262696
561,F,2851,7.955425088912672
562,D,2851,7.955425088912672
563,F,2851,7.955425088912672
564,H,2851,7.955425088912672
565,F,2851,7.955425088912672
566,E,2852,7.955775781534187
567,I,2852,7.955775781534187
568,E,2852,7.955775781534187
569,I,2852,7.955775781534187
570,F,2853,7.9561263512135
571,D,2853,7.9561263512135
572,D,2853,7.9561263512135
573,E,2853,7.9561263512135
574,I,2853,7.9561263512135
575,H,2854,7.956476798036782
576,E,2854,7.956476798036782
577,H,2854,7.956476798036782
578,E,2854,7.956476798036782
579,H,2854,7.956476798036782
580,E,2854,7.956476798036782
581,F,2854,7.956476798036782
582,F,2855,7.956827122090111
583,D,2855,7.956827122090111
584,E,2855,7.956827122090111
585,I,2856,7.957177323459475
586,H,2856,7.957177323459475
587,F,2856,7.957177323459475
588,F,2856,7.957177323459475
589,I,2856,7.957177323459475
590,E,556,6.320768294250582
591,E,556,6.320768294250582
592,H,556,6.320768294250582
593,E,556,6.320768294250582
594,E,556,6.320768294250582
595,E,556,6.320768294250582
596,E,556,6.320768294250582
597,E,556,6.320768294250582
598,I,557,6.322565239927284
599,I,557,6.322565239927284
600,I,557,6.322565239927284
601,I,557,6.322565239927284
602,I,557,6.322565239927284
603,I,557,6.322565239927284
604,H,557,6.322565239927284
605,H,557,6.322565239927284
606,F,557,6.322565239927284
607,F,557,6.322565239927284
608,I,557,6.322565239927284
609,I,557,6.322565239927284
610,I,557,6.322565239927284
611,H,2856,7.957177323459475
612,F,2856,7.957177323459475
613,F,2856,7.957177323459475
614,E,2857,7.957527402230773
615,E,2857,7.957527402230773
616,I,2857,7.957527402230773
617,E,2857,7.957527402230773
618,F,2858,7.957877358489813
619,F,2858,7.957877358489813
620,E,2858,7.957877358489813
621,E,2858,7.957877358489813
622,E,2858,7.957877358489813
623,E,2858,7.957877358489813
624,E,2858,7.957877358489813
625,D,2858,7.957877358489813
626,D,2858,7.957877358489813
627,E,2858,7.957877358489813
628,D,2858,7.957877358489813
629,D,2859,7.958227192322312
630,D,2859,7.958227192322312
631,F,2859,7.958227192322312
632,D,2859,7.958227192322312
633,F,2859,7.958227192322312
634,E,2859,7.958227192322312
635,F,2860,7.958576903813898
636,E,2860,7.958576903813898
637,D,2860,7.958576903813898
638,F,2860,7.958576903813898
639,D,2861,7.95892649305011
640,I,2861,7.95892649305011
641,F,2861,7.95892649305011
642,E,2861,7.95892649305011
643,D,2861,7.95892649305011
644,D,2862,7.959275960116396
645,F,2862,7.959275960116396
646,D,2862,7.959275960116396
647,F,2862,7.959275960116396
648,F,2862,7.959275960116396
649,H,2862,7.959275960116396
650,E,2862,7.959275960116396
651,H,2862,7.959275960116396
652,E,2862,7.959275960116396
653,E,2862,7.959275960116396
654,E,2862,7.959275960116396
655,E,2862,7.959275960116396
656,I,2863,7.959625305098115
657,D,2863,7.959625305098115
658,F,2863,7.959625305098115
659,D,2863,7.959625305098115
660,D,2863,7.959625305098115
661,D,2863,7.959625305098115
662,D,2863,7.959625305098115
663,D,2863,7.959625305098115
664,D,2863,7.959625305098115
665,H,2863,7.959625305098115
666,E,2863,7.959625305098115
667,F,2863,7.959625305098115
668,E,2863,7.959625305098115
669,E,2863,7.959625305098115
670,E,2864,7.9599745280805365
671,I,2865,7.9603236291488395
672,D,2865,7.9603236291488395
673,D,2866,7.960672608388117
674,D,2866,7.960672608388117
675,E,2866,7.960672608388117
676,H,2866,7.960672608388117
677,I,2866,7.960672608388117
678,H,2867,7.96102146588337
679,D,2867,7.96102146588337
680,H,2867,7.96102146588337
681,H,2867,7.96102146588337
682,F,2867,7.96102146588337
683,F,2867,7.96102146588337
684,F,2867,7.96102146588337
685,F,2867,7.96102146588337
686,F,2867,7.96102146588337
687,F,2867,7.96102146588337
688,F,2867,7.96102146588337
689,I,2868,7.961370201719511
690,E,2868,7.961370201719511
691,E,2868,7.961370201719511
692,D,2869,7.9617188159813645
693,E,2869,7.9617188159813645
694,H,2869,7.9617188159813645
695,F,2870,7.962067308753666
696,E,2870,7.962067308753666
697,E,2870,7.962067308753666
698,H,2870,7.962067308753666
699,F,2870,7.962067308753666
700,H,2870,7.962067308753666
701,E,2870,7.962067308753666
702,I,2870,7.962067308753666
703,E,2871,7.962415680121064
704,E,2871,7.962415680121064
705,I,2871,7.962415680121064
706,D,2872,7.962763930168115
707,D,2872,7.962763930168115
708,I,2872,7.962763930168115
709,D,2872,7.962763930168115
710,E,2872,7.962763930168115
711,D,2872,7.962763930168115
712,D,2872,7.962763930168115
713,D,2872,7.962763930168115
714,E,2872,7.962763930168115
715,E,2872,7.962763930168115
716,F,2873,7.96311205897929
717,E,2873,7.96311205897929
718,E,2873,7.96311205897929
719,I,2873,7.96311205897929
720,H,2873,7.96311205897929
721,I,2873,7.96311205897929
722,I,2873,7.96311205897929
723,I,2873,7.96311205897929
724,F,2874,7.96346006663897
725,D,2874,7.96346006663897
726,F,2874,7.96346006663897
727,F,2874,7.96346006663897
728,F,2874,7.96346006663897
729,F,2874,7.96346006663897
730,F,2874,7.96346006663897
731,H,2875,7.963807953231451
732,H,2875,7.963807953231451
733,I,2875,7.963807953231451
734,H,2875,7.963807953231451
735,E,2876,7.964155718840937
736,E,2876,7.964155718840937
737,H,2877,7.964503363551548
738,E,2877,7.964503363551548
739,H,2877,7.964503363551548
740,F,2877,7.964503363551548
741,F,2878,7.964850887447313
742,F,2878,7.964850887447313
743,D,2878,7.964850887447313
744,I,2878,7.964850887447313
745,F,2878,7.964850887447313
746,F,2879,7.965198290612176
747,E,2879,7.965198290612176
748,F,2879,7.965198290612176
749,F,2879,7.965198290612176
750,F,2879,7.965198290612176
751,F,2879,7.965198290612176
752,D,2880,7.965545573129992
753,H,2881,7.9658927350845286
754,E,2881,7.9658927350845286
755,H,2881,7.9658927350845286
756,H,2882,7.966239776559467
757,F,2882,7.966239776559467
758,F,2882,7.966239776559467
759,F,2882,7.966239776559467
760,F,2882,7.966239776559467
761,D,2883,7.9665866976384025
762,H,2883,7.9665866976384025
763,H,2883,7.9665866976384025
764,I,2884,7.96693349840484
765,F,2885,7.9672801789422
766,I,2885,7.9672801789422
767,D,2885,7.9672801789422
768,E,2885,7.9672801789422
769,D,2885,7.9672801789422
770,E,2886,7.9676267393338165
771,E,2886,7.9676267393338165
772,D,2887,7.967973179662935
773,E,2887,7.967973179662935
774,I,2888,7.968319500012717
775,E,2889,7.968665700466235
776,F,2889,7.968665700466235
777,H,2889,7.968665700466235
778,F,2889,7.968665700466235
779,E,2889,7.968665700466235
780,E,2889,7.968665700466235
781,F,2889,7.968665700466235
782,F,2889,7.968665700466235
783,E,2889,7.968665700466235
784,F,2890,7.969011781106478
785,F,2890,7.969011781106478
786,F,2890,7.969011781106478
787,F,2890,7.969011781106478
788,E,2891,7.969357742016346
789,F,2891,7.969357742016346
790,E,2891,7.969357742016346
791,E,2891,7.969357742016346
792,D,2891,7.969357742016346
793,D,2891,7.969357742016346
794,H,2892,7.969703583278656
795,H,2892,7.969703583278656
796,F,2893,7.970049304976135
797,F,2893,7.970049304976135
798,H,2893,7.970049304976135
799,E,2894,7.970394907191429
800,F,2894,7.970394907191429
801,F,2895,7.970740390007095
802,F,2896,7.971085753505607
803,D,2896,7.971085753505607
804,E,2896,7.971085753505607
805,D,2896,7.971085753505607
806,E,2896,7.971085753505607
807,I,2896,7.971085753505607
808,I,2896,7.971085753505607
809,D,2897,7.9714309977693505
810,E,2897,7.9714309977693505
811,D,2897,7.9714309977693505
812,E,2897,7.9714309977693505
813,F,2897,7.9714309977693505
814,D,2897,7.9714309977693505
815,D,2898,7.971776122880628
816,D,2898,7.971776122880628
817,H,2898,7.971776122880628
818,F,2900,7.9724660159745655
819,D,2900,7.9724660159745655
820,F,2901,7.972810784121404
821,E,2901,7.972810784121404
822,E,2901,7.972810784121404
823,E,2901,7.972810784121404
824,E,2902,7.973155433444133
825,E,2902,7.973155433444133
826,E,2902,7.973155433444133
827,E,2902,7.973155433444133
828,D,2903,7.97349996402463
829,D,2903,7.97349996402463
830,D,2903,7.97349996402463
831,D,2903,7.97349996402463
832,E,2903,7.97349996402463
833,F,2904,7.973844375944687
834,D,2904,7.973844375944687
835,E,2904,7.973844375944687
836,E,2904,7.973844375944687
837,I,2905,7.974188669286011
838,D,2905,7.974188669286011
839,I,2905,7.974188669286011
840,D,2906,7.974532844130228
841,I,2906,7.974532844130228
842,E,2906,7.974532844130228
843,E,2907,7.9748769005588755
844,E,2907,7.9748769005588755
845,E,2907,7.9748769005588755
846,H,2907,7.9748769005588755
847,F,2907,7.9748769005588755
848,F,2907,7.9748769005588755
849,E,2907,7.9748769005588755
850,H,558,6.324358962381311
851,D,558,6.324358962381311
852,F,558,6.324358962381311
853,F,558,6.324358962381311
854,E,558,6.324358962381311
855,E,558,6.324358962381311
856,I,558,6.324358962381311
857,I,558,6.324358962381311
858,I,558,6.324358962381311
859,I,558,6.324358962381311
860,H,558,6.324358962381311
861,H,558,6.324358962381311
862,E,558,6.324358962381311
863,E,558,6.324358962381311
864,E,558,6.324358962381311
865,I,558,6.324358962381311
866,I,558,6.324358962381311
867,I,558,6.324358962381311
868,I,558,6.324358962381311
869,I,558,6.324358962381311
870,I,558,6.324358962381311
871,I,558,6.324358962381311
872,H,558,6.324358962381311
873,H,558,6.324358962381311
874,H,558,6.324358962381311
875,H,558,6.324358962381311
876,H,558,6.324358962381311
877,H,558,6.324358962381311
878,E,558,6.324358962381311
879,H,2908,7.97522083865341
880,I,2908,7.97522083865341
881,D,2909,7.975564658495202
882,D,2909,7.975564658495202
883,H,2909,7.975564658495202
884,H,2909,7.975564658495202
885,I,2909,7.975564658495202
886,D,2910,7.975908360165538
887,I,2911,7.976251943745623
888,E,2911,7.976251943745623
889,F,2911,7.976251943745623
890,E,2912,7.976595409316577
891,E,2912,7.976595409316577
892,E,2912,7.976595409316577
893,E,2912,7.976595409316577
894,H,2912,7.976595409316577
895,I,2912,7.976595409316577
896,H,2912,7.976595409316577
897,D,2913,7.976938756959434
898,D,2913,7.976938756959434
899,D,2913,7.976938756959434
900,D,2913,7.976938756959434
901,D,2913,7.976938756959434
902,D,2913,7.976938756959434
903,I,2913,7.976938756959434
904,E,2913,7.976938756959434
905,F,2914,7.97728198675515
906,E,2914,7.97728198675515
907,I,2915,7.977625098784593
908,F,2915,7.977625098784593
909,H,2916,7.977968093128549
910,I,2917,7.978310969867722
911,F,2917,7.978310969867722
912,E,2917,7.978310969867722
913,F,2917,7.978310969867722
914,F,2918,7.978653729082731
915,H,2918,7.978653729082731
916,H,2918,7.978653729082731
917,I,2918,7.978653729082731
918,D,2918,7.978653729082731
919,H,2919,7.978996370854115
920,F,2919,7.978996370854115
921,H,2919,7.978996370854115
922,E,2920,7.979338895262328
923,F,2920,7.979338895262328
924,F,2920,7.979338895262328
925,F,2920,7.979338895262328
926,H,2921,7.979681302387741
927,E,2921,7.979681302387741
928,E,2921,7.979681302387741
929,D,2921,7.979681302387741
930,F,2921,7.979681302387741
931,I,2921,7.979681302387741
932,E,2922,7.980023592310645
933,E,2922,7.980023592310645
934,F,2922,7.980023592310645
935,F,2922,7.980023592310645
